"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","241","TC-API-16 | Each transaction has an amount field","chromium","2026-05-29","passed","2026-05-29","Block 4 — Transactions","api.spec.js","",""
"","966","TC-AUTH-08 | Account Services heading visible after login","chromium","2026-06-05","passed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","998","TC-BILL-02 | Right panel is visible on bill pay page","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","1148","TC-ACCT-16 | Multiple accounts can exist in table","firefox","2026-06-05","passed","2026-06-05","Block 5 — Table Content","account.spec.js","",""
"","1549","TC-TRF-01 | Transfer page loads after login","firefox","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","1016","TC-LOAN-15 | Loan page accessible via left nav link","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_loan.spec.js","",""
"","1471","TC-LOAN-15 | Loan page accessible via left nav link","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_loan.spec.js","",""
"","2099","TC-TXN-12 | Clicking Go button keeps page on activity URL","webkit","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","1269","TC-TRF-13 | Empty amount field shows error or stays on page","chromium","2026-06-05","passed","2026-06-05","Block 4 — Invalid Transfer","transfer.spec.js","",""
"","1107","TC-PROF-12 | Updating profile shows response","chromium","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","1254","TC-BILL-04 | Payee name input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","1704","TC-TRF-03 | From account dropdown is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","94","TC-API-08 | Each account has an id field","chromium","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","1639","TC-BILL-17 | Amount input accepts numeric value","webkit","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_bill.spec.js","",""
"","1868","TC-TXN-08 | Transaction table has Date column header","webkit","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1202","TC-TXN-13 | Amount search input is visible","chromium","2026-06-05","passed","2026-06-05","Block 4 — Amount Filter","transaction.spec.js","",""
"","2060","TC-ACCT-08 | Account detail page shows balance","webkit","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1462","TC-LOAN-08 | From account dropdown loads options","webkit","2026-06-05","passed","2026-06-05","Block 3 — Account Dropdown","ADD_ON_loan.spec.js","",""
"","1834","TC-TXN-09 | Activity month dropdown is visible","firefox","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","1598","TC-LOAN-06 | From account dropdown is visible","webkit","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","1265","TC-TRF-08 | Valid transfer shows success title","chromium","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","1313","TC-TXN-05 | Transaction table is visible on activity page","chromium","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","87","TC-API-14 | Transactions response is an array","chromium","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1220","TC-LOAN-14 | Loan request link is visible in left nav","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_loan.spec.js","",""
"","107","TC-API-09 | Account detail endpoint returns 200","firefox","2026-06-05","passed","2026-06-05","Block 3 — Account Details","ADD_ON_api.spec.js","",""
"","102","TC-API-15 | Each transaction has an id field","firefox","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1017","TC-LOAN-04 | Loan amount input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","233","TC-API-10 | Account detail contains balance field","chromium","2026-05-29","passed","2026-05-29","Block 3 — Account Details","api.spec.js","",""
"","75","TC-API-07 | At least one account is returned","webkit","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","1531","TC-PROF-07 | City input is visible","webkit","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1736","TC-ACCT-02 | Page title is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","1980","TC-TXN-02 | Right panel content is visible on activity page","webkit","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1494","TC-AUTH-07 | Logout link appears after successful login","webkit","2026-06-05","passed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","2116","TC-TXN-01 | Account activity page loads after clicking account","webkit","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1198","TC-TXN-03 | Page title contains account related text","chromium","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","2907","TC-LOAN-06 | From account dropdown is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","loan.spec.js","",""
"","1659","TC-TXN-11 | Go button for filter is visible","firefox","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","930","TC-ACCT-16 | Multiple accounts can exist in table","chromium","2026-06-05","passed","2026-06-05","Block 5 — Table Content","account.spec.js","",""
"","72","TC-API-03 | Login response contains first name","webkit","2026-06-05","passed","2026-06-05","Block 1 — Login API","ADD_ON_api.spec.js","",""
"","1563","TC-PROF-11 | Last name field is pre-filled","webkit","2026-06-05","passed","2026-06-05","Block 3 — Pre-filled Data","profile.spec.js","",""
"","3151","TC-BILL-02 | Right panel is visible on bill pay page","chromium","2026-05-29","passed","2026-05-29","Block 1 — Page Load","bill.spec.js","",""
"","2064","TC-LOAN-11 | Loan response contains loan related text","firefox","2026-06-05","passed","2026-06-05","Block 4 — Loan Application","ADD_ON_loan.spec.js","",""
"","82","TC-API-10 | Account detail contains balance field","chromium","2026-06-05","passed","2026-06-05","Block 3 — Account Details","ADD_ON_api.spec.js","",""
"","1837","TC-BILL-03 | Bill pay page title contains relevant text","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","1590","TC-LOAN-02 | Right panel is visible on loan page","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","2895","TC-LOAN-08 | From account dropdown loads options","chromium","2026-05-29","passed","2026-05-29","Block 3 — Account Dropdown","loan.spec.js","",""
"","1011","TC-BILL-04 | Payee name input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","236","TC-API-05 | Accounts endpoint returns 200","chromium","2026-05-29","passed","2026-05-29","Block 2 — Customer Accounts","api.spec.js","",""
"","1710","TC-ACCT-07 | Account detail page shows account number","webkit","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1514","TC-TRF-05 | From account dropdown has at least one account","webkit","2026-06-05","passed","2026-06-05","Block 2 — Account Dropdowns","transfer.spec.js","",""
"","1023","TC-PROF-05 | Last name input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1888","TC-ACCT-06 | Clicking first account navigates to activity page","webkit","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","88","TC-API-03 | Login response contains first name","chromium","2026-06-05","passed","2026-06-05","Block 1 — Login API","ADD_ON_api.spec.js","",""
"","1005","TC-BILL-09 | From account dropdown is visible","chromium","2026-06-05","passed","2026-06-05","Block 3 — From Account","ADD_ON_bill.spec.js","",""
"","1573","TC-TRF-10 | Small amount transfer succeeds","firefox","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","1354","TC-LOAN-03 | Loan page content contains relevant text","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","1436","TC-TRF-04 | Transfer button is visible","firefox","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","92","TC-API-13 | Transactions endpoint returns 200","chromium","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1602","TC-BILL-09 | From account dropdown is visible","webkit","2026-06-05","passed","2026-06-05","Block 3 — From Account","ADD_ON_bill.spec.js","",""
"","1038","TC-BILL-10 | From account dropdown loads accounts","chromium","2026-06-05","passed","2026-06-05","Block 3 — From Account","ADD_ON_bill.spec.js","",""
"","1534","TC-TRF-11 | Decimal amount transfer is accepted","firefox","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","2539","TC-TRF-13 | Empty amount field shows error or stays on page","firefox","2026-06-05","passed","2026-06-05","Block 4 — Invalid Transfer","transfer.spec.js","",""
"","89","TC-API-15 | Each transaction has an id field","webkit","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","2184","TC-ACCT-04 | At least one account row is present","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","1442","TC-TRF-06 | To account dropdown is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Account Dropdowns","transfer.spec.js","",""
"","2377","TC-BILL-03 | Bill pay page title contains relevant text","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","240","TC-API-07 | At least one account is returned","chromium","2026-05-29","passed","2026-05-29","Block 2 — Customer Accounts","api.spec.js","",""
"","1333","TC-AUTH-09 | Wrong password shows error","webkit","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","95","TC-API-03 | Login response contains first name","firefox","2026-06-05","passed","2026-06-05","Block 1 — Login API","ADD_ON_api.spec.js","",""
"","948","TC-BILL-08 | Send Payment button is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","5749","TC-AUTH-12 | SQL injection attempt does not log in","chromium","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1664","TC-BILL-10 | From account dropdown loads accounts","webkit","2026-06-05","passed","2026-06-05","Block 3 — From Account","ADD_ON_bill.spec.js","",""
"","1677","TC-TXN-12 | Clicking Go button keeps page on activity URL","firefox","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","109","TC-API-16 | Each transaction has an amount field","firefox","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1812","TC-TXN-14 | Find Transactions button is visible","webkit","2026-06-05","passed","2026-06-05","Block 4 — Amount Filter","transaction.spec.js","",""
"","1136","TC-PROF-03 | Profile page contains relevant text","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","profile.spec.js","",""
"","1238","TC-TXN-12 | Clicking Go button keeps page on activity URL","chromium","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","1000","TC-LOAN-19 | Loan amount input can be cleared and re-entered","chromium","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","1034","TC-BILL-05 | Address input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","1599","TC-ACCT-05 | Account links are visible in table","webkit","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","2499","TC-BILL-09 | From account dropdown is visible","chromium","2026-05-29","passed","2026-05-29","Block 3 — From Account","bill.spec.js","",""
"","1736","TC-LOAN-12 | Applying with large amount shows response","webkit","2026-06-05","passed","2026-06-05","Block 4 — Loan Application","ADD_ON_loan.spec.js","",""
"","2620","TC-LOAN-14 | Loan request link is visible in left nav","chromium","2026-05-29","passed","2026-05-29","Block 5 — Navigation","loan.spec.js","",""
"","3156","TC-BILL-13 | Submitting empty form shows page response","chromium","2026-05-29","passed","2026-05-29","Block 4 — Payment Submit","bill.spec.js","",""
"","1214","TC-TRF-09 | Success page shows transfer complete message","chromium","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","1097","TC-AUTH-01 | Login panel renders on homepage","webkit","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","1967","TC-ACCT-13 | Back to overview from account detail works","webkit","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","1263","TC-TXN-15 | Searching by amount returns page content","chromium","2026-06-05","passed","2026-06-05","Block 4 — Amount Filter","transaction.spec.js","",""
"","1360","TC-PROF-03 | Profile page contains relevant text","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","profile.spec.js","",""
"","1341","TC-LOAN-04 | Loan amount input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","1568","TC-AUTH-14 | URL contains index or login after logout","firefox","2026-06-05","passed","2026-06-05","Block 4 — Logout","auth.spec.js","",""
"","811","TC-AUTH-03 | Password input is visible","firefox","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","3129","TC-BILL-05 | Address input is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","bill.spec.js","",""
"","3073","TC-BILL-10 | From account dropdown loads accounts","chromium","2026-05-29","passed","2026-05-29","Block 3 — From Account","bill.spec.js","",""
"","1489","TC-ACCT-07 | Account detail page shows account number","firefox","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1176","TC-AUTH-06 | Valid credentials redirect to account overview","firefox","2026-06-05","passed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","2877","TC-LOAN-05 | Down payment input is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","loan.spec.js","",""
"","1029","TC-AUTH-11 | Empty credentials show error","firefox","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1407","TC-BILL-19 | Account number input can be cleared and re-entered","firefox","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_bill.spec.js","",""
"","1772","TC-ACCT-13 | Back to overview from account detail works","firefox","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","97","TC-API-15 | Each transaction has an id field","chromium","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","2970","TC-LOAN-15 | Loan page accessible via left nav link","chromium","2026-05-29","passed","2026-05-29","Block 5 — Navigation","loan.spec.js","",""
"","1776","TC-ACCT-12 | Clicking overview link stays on overview page","webkit","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","1136","TC-BILL-13 | Submitting empty form shows page response","chromium","2026-06-05","passed","2026-06-05","Block 4 — Payment Submit","ADD_ON_bill.spec.js","",""
"","1162","TC-ACCT-08 | Account detail page shows balance","chromium","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1001","TC-PROF-07 | City input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1869","TC-TXN-17 | Activity page accessible from account overview table","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transaction.spec.js","",""
"","1658","TC-LOAN-03 | Loan page content contains relevant text","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","5964","TC-ACCT-01 | Account overview page loads after login","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","970","TC-PROF-13 | Profile update response contains success related text","chromium","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","1330","TC-PROF-08 | Phone input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","2962","TC-LOAN-01 | Loan request page loads after login","chromium","2026-05-29","passed","2026-05-29","Block 1 — Page Load","loan.spec.js","",""
"","1125","TC-BILL-15 | Bill pay page accessible via left nav link","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_bill.spec.js","",""
"","3259","TC-BILL-12 | Payment response contains payment related text","chromium","2026-05-29","passed","2026-05-29","Block 4 — Payment Submit","bill.spec.js","",""
"","1554","TC-TRF-04 | Transfer button is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","1652","TC-LOAN-07 | Apply Now button is visible","webkit","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","1371","TC-ACCT-02 | Page title is visible","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","1119","TC-ACCT-09 | Account type is displayed","chromium","2026-06-05","passed","2026-06-05","Block 3 — Account Details","account.spec.js","",""
"","946","TC-AUTH-16 | First name field is visible on register page","webkit","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","666","TC-API-01 | Login endpoint returns 200 for valid credentials","chromium","2026-05-29","passed","2026-05-29","Block 1 — Login API","api.spec.js","",""
"","969","TC-AUTH-15 | Register page loads","webkit","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","3042","TC-BILL-07 | Account number input is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","bill.spec.js","",""
"","2344","TC-BILL-20 | Send Payment button has correct input type","firefox","2026-06-05","failed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_bill.spec.js","",""
"","1070","TC-AUTH-09 | Wrong password shows error","firefox","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1421","TC-PROF-05 | Last name input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","718","TC-AUTH-15 | Register page loads","chromium","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","1653","TC-PROF-15 | Profile link is visible in left nav after login","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","259","TC-API-02 | Login response contains customer id","chromium","2026-05-29","passed","2026-05-29","Block 1 — Login API","api.spec.js","",""
"","1913","TC-TXN-07 | Transaction table content is not empty","webkit","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1269","TC-AUTH-11 | Empty credentials show error","webkit","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","918","TC-AUTH-17 | Register button is visible on register page","webkit","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","1560","TC-AUTH-01 | Login panel renders on homepage","firefox","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","1692","TC-TXN-10 | Transaction type dropdown is visible","firefox","2026-06-05","passed","2026-06-05","Block 3 — Filter Controls","transaction.spec.js","",""
"","2197","TC-TXN-04 | Account overview link is visible on activity page","webkit","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1702","TC-ACCT-10 | Available balance is displayed","webkit","2026-06-05","passed","2026-06-05","Block 3 — Account Details","account.spec.js","",""
"","2797","TC-BILL-11 | Submitting valid payment shows response","firefox","2026-06-05","passed","2026-06-05","Block 4 — Payment Submit","ADD_ON_bill.spec.js","",""
"","1729","TC-BILL-14 | Bill pay link is visible in left nav after login","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_bill.spec.js","",""
"","1213","TC-TRF-12 | Zero amount shows error or stays on page","chromium","2026-06-05","passed","2026-06-05","Block 4 — Invalid Transfer","transfer.spec.js","",""
"","1239","TC-TRF-11 | Decimal amount transfer is accepted","chromium","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","1187","TC-ACCT-11 | Accounts Overview link is visible after login","firefox","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","1582","TC-PROF-13 | Profile update response contains success related text","firefox","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","1390","TC-BILL-09 | From account dropdown is visible","firefox","2026-06-05","passed","2026-06-05","Block 3 — From Account","ADD_ON_bill.spec.js","",""
"","1245","TC-TXN-04 | Account overview link is visible on activity page","chromium","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1591","TC-PROF-01 | Profile page loads after login","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","profile.spec.js","",""
"","2794","TC-TXN-02 | Right panel content is visible on activity page","firefox","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1786","TC-TXN-06 | Transaction table has at least one row","firefox","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1032","TC-LOAN-05 | Down payment input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","72","TC-API-10 | Account detail contains balance field","webkit","2026-06-05","passed","2026-06-05","Block 3 — Account Details","ADD_ON_api.spec.js","",""
"","2691","TC-TXN-04 | Account overview link is visible on activity page","firefox","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","1002","TC-PROF-08 | Phone input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1726","TC-TXN-17 | Activity page accessible from account overview table","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transaction.spec.js","",""
"","88","TC-API-07 | At least one account is returned","chromium","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","1636","TC-PROF-17 | State and zip fields are present on profile page","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","1449","TC-BILL-13 | Submitting empty form shows page response","firefox","2026-06-05","passed","2026-06-05","Block 4 — Payment Submit","ADD_ON_bill.spec.js","",""
"","1133","TC-AUTH-13 | Logout returns to login page","chromium","2026-06-05","passed","2026-06-05","Block 4 — Logout","auth.spec.js","",""
"","133938","TC-AUTH-07 | Logout link appears after successful login","chromium","2026-06-05","failed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","106","TC-API-07 | At least one account is returned","firefox","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","2159","TC-ACCT-15 | Account table has header row","firefox","2026-06-05","passed","2026-06-05","Block 5 — Table Content","account.spec.js","",""
"","2745","TC-TXN-05 | Transaction table is visible on activity page","firefox","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1025","TC-LOAN-07 | Apply Now button is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_loan.spec.js","",""
"","1626","TC-LOAN-20 | Apply Now button has correct input type","webkit","2026-06-05","failed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","1710","TC-LOAN-11 | Loan response contains loan related text","webkit","2026-06-05","passed","2026-06-05","Block 4 — Loan Application","ADD_ON_loan.spec.js","",""
"","607","TC-AUTH-03 | Password input is visible","chromium","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","84","TC-API-04 | Invalid login returns non-200 status","chromium","2026-06-05","passed","2026-06-05","Block 1 — Login API","ADD_ON_api.spec.js","",""
"","1070","TC-LOAN-01 | Loan request page loads after login","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","100","TC-API-16 | Each transaction has an amount field","chromium","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1285","TC-LOAN-18 | From account dropdown has correct element id","firefox","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","1176","TC-ACCT-07 | Account detail page shows account number","chromium","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1471","TC-ACCT-11 | Accounts Overview link is visible after login","webkit","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","1481","TC-LOAN-09 | Loan amount input accepts numeric value","webkit","2026-06-05","passed","2026-06-05","Block 3 — Account Dropdown","ADD_ON_loan.spec.js","",""
"","1010","TC-PROF-04 | First name input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1881","TC-TXN-06 | Transaction table has at least one row","webkit","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1368","TC-TRF-07 | To account dropdown has at least one account","firefox","2026-06-05","passed","2026-06-05","Block 2 — Account Dropdowns","transfer.spec.js","",""
"","512","TC-AUTH-17 | Register button is visible on register page","chromium","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","2240","TC-LOAN-20 | Apply Now button has correct input type","firefox","2026-06-05","failed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","242","TC-API-15 | Each transaction has an id field","chromium","2026-05-29","passed","2026-05-29","Block 4 — Transactions","api.spec.js","",""
"","842","TC-AUTH-10 | Wrong username shows error","chromium","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","2938","TC-LOAN-07 | Apply Now button is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","loan.spec.js","",""
"","1428","TC-AUTH-10 | Wrong username shows error","webkit","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1436","TC-BILL-08 | Send Payment button is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","2023","TC-TXN-03 | Page title contains account related text","webkit","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","875","TC-LOAN-14 | Loan request link is visible in left nav","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_loan.spec.js","",""
"","235","TC-API-09 | Account detail endpoint returns 200","chromium","2026-05-29","passed","2026-05-29","Block 3 — Account Details","api.spec.js","",""
"","930","TC-ACCT-04 | At least one account row is present","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","1046","TC-ACCT-01 | Account overview page loads after login","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","2080","TC-TXN-16 | Back to overview from activity page works","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transaction.spec.js","",""
"","1819","TC-LOAN-13 | Applying with zero amount shows response","webkit","2026-06-05","passed","2026-06-05","Block 4 — Loan Application","ADD_ON_loan.spec.js","",""
"","1607","TC-TRF-16 | Transfer page accessible from left nav","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transfer.spec.js","",""
"","2453","TC-PROF-11 | Last name field is pre-filled","firefox","2026-06-05","passed","2026-06-05","Block 3 — Pre-filled Data","profile.spec.js","",""
"","1830","TC-BILL-04 | Payee name input is visible","webkit","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","1094","TC-TRF-03 | From account dropdown is visible","chromium","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
